Device,TimeDate,Time,PPG,HR,AccX,AccY,AccZ
6D18B021,"May 13,2021 19:53:21:018",0:0:34:793,386211.66,72,-700,-52,712
6D18B021,"May 13,2021 19:53:21:023",0:0:34:798,386028,72,-700,-52,712
6D18B021,"May 13,2021 19:53:21:070",0:0:34:845,385841.66,72,-700,-52,712
6D18B021,"May 13,2021 19:53:21:081",0:0:34:856,385565.66,72,-700,-52,712
6D18B021,"May 13,2021 19:53:21:091",0:0:34:866,385337.34,72,-700,-52,712
6D18B021,"May 13,2021 19:53:21:101",0:0:34:876,384992,72,-700,-52,712
6D18B021,"May 13,2021 19:53:21:110",0:0:34:885,384609.34,72,-700,-52,712
6D18B021,"May 13,2021 19:53:21:122",0:0:34:897,384318.66,72,-700,-52,712
6D18B021,"May 13,2021 19:53:21:132",0:0:34:907,383943,72,-700,-52,712
6D18B021,"May 13,2021 19:53:21:144",0:0:34:919,383614,72,-700,-52,712
6D18B021,"May 13,2021 19:53:21:154",0:0:34:929,383342.66,72,-700,-52,712
6D18B021,"May 13,2021 19:53:21:189",0:0:34:964,383145.66,72,-700,-52,712
6D18B021,"May 13,2021 19:53:21:201",0:0:34:976,382936.34,72,-700,-52,712
6D18B021,"May 13,2021 19:53:21:211",0:0:34:986,382707.66,72,-700,-52,712
6D18B021,"May 13,2021 19:53:21:221",0:0:34:996,382537,72,-700,-52,712
6D18B021,"May 13,2021 19:53:21:230",0:0:35:5,382384.66,72,-700,-52,712
6D18B021,"May 13,2021 19:53:21:239",0:0:35:14,382341.34,72,-700,-52,712
6D18B021,"May 13,2021 19:53:21:249",0:0:35:24,382186.34,72,-700,-52,712
6D18B021,"May 13,2021 19:53:21:258",0:0:35:33,382003.66,72,-700,-52,712
6D18B021,"May 13,2021 19:53:21:267",0:0:35:42,381910.66,72,-700,-52,712
6D18B021,"May 13,2021 19:53:21:330",0:0:35:105,381772,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:341",0:0:35:116,381621.66,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:353",0:0:35:128,381465,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:365",0:0:35:140,381261,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:374",0:0:35:149,381127.66,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:385",0:0:35:160,380934.66,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:394",0:0:35:169,380773.66,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:402",0:0:35:177,380595,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:413",0:0:35:188,380476,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:483",0:0:35:258,380174,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:496",0:0:35:271,379996,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:506",0:0:35:281,379788.66,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:516",0:0:35:291,379369.66,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:526",0:0:35:301,378950,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:536",0:0:35:311,378563.34,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:545",0:0:35:320,378141,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:554",0:0:35:329,377765,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:563",0:0:35:338,377477.66,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:633",0:0:35:408,377213,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:645",0:0:35:420,377037.34,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:656",0:0:35:431,376906.66,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:668",0:0:35:443,376854,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:677",0:0:35:452,376851,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:687",0:0:35:462,376763.34,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:696",0:0:35:471,376772.66,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:704",0:0:35:479,376727.34,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:712",0:0:35:487,376896.34,73,-700,-52,712
6D18B021,"May 13,2021 19:53:21:782",0:0:35:557,377174.34,73,-680,-46,712
6D18B021,"May 13,2021 19:53:21:795",0:0:35:570,377399.66,73,-680,-46,712
6D18B021,"May 13,2021 19:53:21:807",0:0:35:582,377861.66,73,-680,-46,712
6D18B021,"May 13,2021 19:53:21:821",0:0:35:596,378316.34,73,-680,-46,712
6D18B021,"May 13,2021 19:53:21:830",0:0:35:605,378844.66,73,-680,-46,712
6D18B021,"May 13,2021 19:53:21:838",0:0:35:613,379351,73,-680,-46,712
6D18B021,"May 13,2021 19:53:21:845",0:0:35:620,379844.66,73,-680,-46,712
6D18B021,"May 13,2021 19:53:21:853",0:0:35:628,380248.34,73,-680,-46,712
6D18B021,"May 13,2021 19:53:21:861",0:0:35:636,380566.34,73,-680,-46,712
6D18B021,"May 13,2021 19:53:21:868",0:0:35:643,381099.34,73,-680,-46,712
6D18B021,"May 13,2021 19:53:21:876",0:0:35:651,381412,73,-680,-46,712
6D18B021,"May 13,2021 19:53:21:884",0:0:35:659,381790,73,-680,-46,712
6D18B021,"May 13,2021 19:53:21:891",0:0:35:666,382053,73,-680,-46,712
6D18B021,"May 13,2021 19:53:21:898",0:0:35:673,382355.66,73,-680,-46,712
6D18B021,"May 13,2021 19:53:21:907",0:0:35:682,382613.34,73,-680,-46,712
6D18B021,"May 13,2021 19:53:21:912",0:0:35:687,382829,73,-680,-46,712
6D18B021,"May 13,2021 19:53:21:919",0:0:35:694,383010.66,73,-680,-46,712
6D18B021,"May 13,2021 19:53:21:925",0:0:35:700,383161,73,-680,-46,712
6D18B021,"May 13,2021 19:53:21:972",0:0:35:747,383445.66,73,-680,-46,712
6D18B021,"May 13,2021 19:53:21:983",0:0:35:758,383510.66,73,-680,-46,712
6D18B021,"May 13,2021 19:53:21:993",0:0:35:768,383613,73,-680,-46,712
6D18B021,"May 13,2021 19:53:22:004",0:0:35:779,383745.34,73,-680,-46,712
6D18B021,"May 13,2021 19:53:22:013",0:0:35:788,383882.34,73,-680,-46,712
6D18B021,"May 13,2021 19:53:22:022",0:0:35:797,384055.34,73,-680,-46,712
6D18B021,"May 13,2021 19:53:22:031",0:0:35:806,384095.66,73,-680,-46,712
6D18B021,"May 13,2021 19:53:22:041",0:0:35:816,384150.66,73,-680,-46,712
6D18B021,"May 13,2021 19:53:22:051",0:0:35:826,384067.34,73,-680,-46,712
6D18B021,"May 13,2021 19:53:22:156",0:0:35:931,384135.34,73,-680,-46,712
6D18B021,"May 13,2021 19:53:22:171",0:0:35:946,384001.66,73,-680,-46,712
6D18B021,"May 13,2021 19:53:22:184",0:0:35:959,384047.66,73,-680,-46,712
6D18B021,"May 13,2021 19:53:22:195",0:0:35:970,384062,73,-680,-46,712
6D18B021,"May 13,2021 19:53:22:204",0:0:35:979,384143.66,73,-680,-46,712
6D18B021,"May 13,2021 19:53:22:212",0:0:35:987,383989.66,73,-680,-46,712
6D18B021,"May 13,2021 19:53:22:220",0:0:35:995,384042.34,73,-680,-46,712
6D18B021,"May 13,2021 19:53:22:228",0:0:36:3,384057,73,-680,-46,712
6D18B021,"May 13,2021 19:53:22:235",0:0:36:10,384011.66,73,-680,-46,712
6D18B021,"May 13,2021 19:53:22:264",0:0:36:39,383891,73,-680,-46,712
6D18B021,"May 13,2021 19:53:22:276",0:0:36:51,383872,73,-680,-46,712
6D18B021,"May 13,2021 19:53:22:286",0:0:36:61,383914.66,73,-680,-46,712
6D18B021,"May 13,2021 19:53:22:295",0:0:36:70,383864,73,-680,-46,712
6D18B021,"May 13,2021 19:53:22:305",0:0:36:80,383689.66,73,-680,-46,712
6D18B021,"May 13,2021 19:53:22:313",0:0:36:88,383480.66,73,-680,-46,712
6D18B021,"May 13,2021 19:53:22:321",0:0:36:96,383254.66,73,-680,-46,712
6D18B021,"May 13,2021 19:53:22:329",0:0:36:104,382794,73,-680,-46,712
6D18B021,"May 13,2021 19:53:22:337",0:0:36:112,382443.34,73,-680,-46,712
6D18B021,"May 13,2021 19:53:22:416",0:0:36:191,381810.66,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:427",0:0:36:202,381415.34,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:438",0:0:36:213,380911.34,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:449",0:0:36:224,380421.34,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:460",0:0:36:235,379982.66,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:473",0:0:36:248,379527,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:482",0:0:36:257,379198.66,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:494",0:0:36:269,378885,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:501",0:0:36:276,378523,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:531",0:0:36:306,378129,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:540",0:0:36:315,377765.34,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:550",0:0:36:325,377452.66,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:559",0:0:36:334,377105,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:568",0:0:36:343,376836.34,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:577",0:0:36:352,376560,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:586",0:0:36:361,376319.34,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:594",0:0:36:369,376039.34,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:601",0:0:36:376,375685.66,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:644",0:0:36:419,375401,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:656",0:0:36:431,375039.34,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:667",0:0:36:442,374774,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:677",0:0:36:452,374428,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:686",0:0:36:461,374256.34,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:695",0:0:36:470,373992.34,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:703",0:0:36:478,373789.34,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:712",0:0:36:487,373540,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:722",0:0:36:497,373330.34,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:865",0:0:36:640,373124,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:881",0:0:36:656,372957.34,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:890",0:0:36:665,372754,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:898",0:0:36:673,372625.66,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:906",0:0:36:681,372367,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:913",0:0:36:688,372223.34,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:919",0:0:36:694,372135.34,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:926",0:0:36:701,371931,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:932",0:0:36:707,371855.66,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:937",0:0:36:712,371856,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:943",0:0:36:718,371627.66,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:950",0:0:36:725,371585.66,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:957",0:0:36:732,371502,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:961",0:0:36:736,371486.34,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:966",0:0:36:741,371461.66,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:971",0:0:36:746,371595.66,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:976",0:0:36:751,371525.34,73,-696,-49,711
6D18B021,"May 13,2021 19:53:22:981",0:0:36:756,371573.34,73,-696,-49,711
6D18B021,"May 13,2021 19:53:23:056",0:0:36:831,371729.66,73,-696,-49,711
6D18B021,"May 13,2021 19:53:23:066",0:0:36:841,371639.34,73,-696,-49,711
6D18B021,"May 13,2021 19:53:23:074",0:0:36:849,371586,73,-696,-49,711
6D18B021,"May 13,2021 19:53:23:082",0:0:36:857,371745,73,-696,-49,711
6D18B021,"May 13,2021 19:53:23:090",0:0:36:865,371777,73,-696,-49,711
6D18B021,"May 13,2021 19:53:23:098",0:0:36:873,371846,73,-696,-49,711
6D18B021,"May 13,2021 19:53:23:105",0:0:36:880,371969,73,-696,-49,711
6D18B021,"May 13,2021 19:53:23:111",0:0:36:886,372000.34,73,-696,-49,711
6D18B021,"May 13,2021 19:53:23:119",0:0:36:894,371815,73,-696,-49,711
6D18B021,"May 13,2021 19:53:23:168",0:0:36:943,371812.66,73,-692,-47,717
6D18B021,"May 13,2021 19:53:23:180",0:0:36:955,371413.66,73,-692,-47,717
6D18B021,"May 13,2021 19:53:23:187",0:0:36:962,371188.34,73,-692,-47,717
6D18B021,"May 13,2021 19:53:23:194",0:0:36:969,370822.66,73,-692,-47,717
6D18B021,"May 13,2021 19:53:23:203",0:0:36:978,370418.34,73,-692,-47,717
6D18B021,"May 13,2021 19:53:23:210",0:0:36:985,370073.34,73,-692,-47,717
6D18B021,"May 13,2021 19:53:23:219",0:0:36:994,369781,73,-692,-47,717
6D18B021,"May 13,2021 19:53:23:227",0:0:37:2,369512,73,-692,-47,717
6D18B021,"May 13,2021 19:53:23:233",0:0:37:8,369182.66,73,-692,-47,717
6D18B021,"May 13,2021 19:53:23:359",0:0:37:134,369026.66,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:371",0:0:37:146,368756,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:382",0:0:37:157,368541.66,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:392",0:0:37:167,368301,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:402",0:0:37:177,368113,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:411",0:0:37:186,368011.66,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:421",0:0:37:196,367932,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:430",0:0:37:205,367793,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:439",0:0:37:214,367705.34,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:449",0:0:37:224,367580,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:456",0:0:37:231,367566.34,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:463",0:0:37:238,367393.66,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:470",0:0:37:245,367371.66,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:479",0:0:37:254,367171,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:488",0:0:37:263,367098,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:495",0:0:37:270,367061.66,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:502",0:0:37:277,366937.66,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:509",0:0:37:284,366854.66,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:620",0:0:37:395,366781.66,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:632",0:0:37:407,366646,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:640",0:0:37:415,366602.34,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:649",0:0:37:424,366568.34,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:659",0:0:37:434,366598.34,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:668",0:0:37:443,366508.66,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:674",0:0:37:449,366447.34,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:681",0:0:37:456,366470,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:689",0:0:37:464,366350.66,74,-692,-47,717
6D18B021,"May 13,2021 19:53:23:733",0:0:37:508,366229.34,74,-689,-44,717
6D18B021,"May 13,2021 19:53:23:741",0:0:37:516,366352.34,74,-689,-44,717
6D18B021,"May 13,2021 19:53:23:747",0:0:37:522,366371.66,74,-689,-44,717
6D18B021,"May 13,2021 19:53:23:756",0:0:37:531,366430.34,74,-689,-44,717
6D18B021,"May 13,2021 19:53:23:766",0:0:37:541,366442.34,74,-689,-44,717
6D18B021,"May 13,2021 19:53:23:774",0:0:37:549,366456.34,74,-689,-44,717
6D18B021,"May 13,2021 19:53:23:788",0:0:37:563,366495.66,74,-689,-44,717
6D18B021,"May 13,2021 19:53:23:800",0:0:37:575,366478.66,74,-689,-44,717
6D18B021,"May 13,2021 19:53:23:809",0:0:37:584,366577,74,-689,-44,717
6D18B021,"May 13,2021 19:53:23:842",0:0:37:617,366647.34,74,-689,-44,717
6D18B021,"May 13,2021 19:53:23:848",0:0:37:623,366854.66,74,-689,-44,717
6D18B021,"May 13,2021 19:53:23:855",0:0:37:630,366973,74,-689,-44,717
6D18B021,"May 13,2021 19:53:23:861",0:0:37:636,367058.34,74,-689,-44,717
6D18B021,"May 13,2021 19:53:23:868",0:0:37:643,367230.66,74,-689,-44,717
6D18B021,"May 13,2021 19:53:23:875",0:0:37:650,367287.34,74,-689,-44,717
6D18B021,"May 13,2021 19:53:23:881",0:0:37:656,367309.34,74,-689,-44,717
6D18B021,"May 13,2021 19:53:23:888",0:0:37:663,367485,74,-689,-44,717
6D18B021,"May 13,2021 19:53:23:894",0:0:37:669,367607,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:065",0:0:37:840,367753.66,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:076",0:0:37:851,367849.34,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:092",0:0:37:867,367908,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:103",0:0:37:878,367996.66,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:113",0:0:37:888,367996.66,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:123",0:0:37:898,367903.66,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:132",0:0:37:907,367729.34,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:140",0:0:37:915,367381,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:147",0:0:37:922,367182.34,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:154",0:0:37:929,367000,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:161",0:0:37:936,366679.34,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:169",0:0:37:944,366415,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:177",0:0:37:952,366176,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:181",0:0:37:956,365995.34,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:187",0:0:37:962,365819,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:192",0:0:37:967,365630.66,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:197",0:0:37:972,365536,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:202",0:0:37:977,365360,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:289",0:0:38:64,365169,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:295",0:0:38:70,365169.34,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:302",0:0:38:77,365196.34,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:309",0:0:38:84,365087.66,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:317",0:0:38:92,365119.66,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:324",0:0:38:99,365085.66,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:330",0:0:38:105,364990.34,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:337",0:0:38:112,365039.66,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:344",0:0:38:119,364992.66,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:369",0:0:38:144,364856,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:378",0:0:38:153,364874.34,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:390",0:0:38:165,364865.66,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:399",0:0:38:174,364776.66,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:408",0:0:38:183,364703,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:415",0:0:38:190,364522.66,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:422",0:0:38:197,364565.34,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:429",0:0:38:204,364527.34,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:435",0:0:38:210,364526.34,74,-689,-44,717
6D18B021,"May 13,2021 19:53:24:628",0:0:38:403,364381.34,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:639",0:0:38:414,364381.66,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:650",0:0:38:425,364371.66,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:660",0:0:38:435,364335,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:670",0:0:38:445,364250.34,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:679",0:0:38:454,364340.34,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:692",0:0:38:467,364257.34,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:702",0:0:38:477,364412,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:711",0:0:38:486,364351.34,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:718",0:0:38:493,364087.34,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:725",0:0:38:500,364201.66,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:732",0:0:38:507,364199.34,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:739",0:0:38:514,364159,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:745",0:0:38:520,364239,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:750",0:0:38:525,364163.66,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:755",0:0:38:530,364247.34,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:760",0:0:38:535,364280.66,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:766",0:0:38:541,364231.34,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:780",0:0:38:555,364192.34,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:786",0:0:38:561,364145,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:793",0:0:38:568,364318.34,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:800",0:0:38:575,364292.66,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:806",0:0:38:581,364286.34,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:813",0:0:38:588,364341.34,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:819",0:0:38:594,364414.66,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:825",0:0:38:600,364416.34,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:832",0:0:38:607,364420.34,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:896",0:0:38:671,364310.66,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:908",0:0:38:683,364276.66,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:919",0:0:38:694,364020.66,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:930",0:0:38:705,363655,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:941",0:0:38:716,363378.34,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:950",0:0:38:725,363048.66,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:959",0:0:38:734,362728.66,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:967",0:0:38:742,362505,74,-685,-43,727
6D18B021,"May 13,2021 19:53:24:976",0:0:38:751,362176,74,-685,-43,727
6D18B021,"May 13,2021 19:53:25:083",0:0:38:858,361931,74,-685,-43,727
6D18B021,"May 13,2021 19:53:25:095",0:0:38:870,361752.66,74,-685,-43,727
6D18B021,"May 13,2021 19:53:25:107",0:0:38:882,361633.66,74,-685,-43,727
6D18B021,"May 13,2021 19:53:25:116",0:0:38:891,361487.34,74,-685,-43,727
6D18B021,"May 13,2021 19:53:25:125",0:0:38:900,361339,74,-685,-43,727
6D18B021,"May 13,2021 19:53:25:133",0:0:38:908,361304.66,74,-685,-43,727
6D18B021,"May 13,2021 19:53:25:141",0:0:38:916,361388.34,74,-685,-43,727
6D18B021,"May 13,2021 19:53:25:149",0:0:38:924,361365.66,74,-685,-43,727
6D18B021,"May 13,2021 19:53:25:156",0:0:38:931,361392.66,74,-685,-43,727
6D18B021,"May 13,2021 19:53:25:196",0:0:38:971,361422,74,-685,-43,727
6D18B021,"May 13,2021 19:53:25:207",0:0:38:982,361507.66,74,-685,-43,727
6D18B021,"May 13,2021 19:53:25:218",0:0:38:993,361629.34,74,-685,-43,727
6D18B021,"May 13,2021 19:53:25:229",0:0:39:4,361712,74,-685,-43,727
6D18B021,"May 13,2021 19:53:25:239",0:0:39:14,361763.34,74,-685,-43,727
6D18B021,"May 13,2021 19:53:25:248",0:0:39:23,361801.34,74,-685,-43,727
6D18B021,"May 13,2021 19:53:25:258",0:0:39:33,361824.34,74,-685,-43,727
6D18B021,"May 13,2021 19:53:25:267",0:0:39:42,361982.66,74,-685,-43,727
6D18B021,"May 13,2021 19:53:25:276",0:0:39:51,361979,74,-685,-43,727
6D18B021,"May 13,2021 19:53:25:383",0:0:39:158,362160,74,-698,-36,718
6D18B021,"May 13,2021 19:53:25:399",0:0:39:174,362083.34,74,-698,-36,718
6D18B021,"May 13,2021 19:53:25:410",0:0:39:185,362030.34,74,-698,-36,718
6D18B021,"May 13,2021 19:53:25:419",0:0:39:194,361952.66,74,-698,-36,718
6D18B021,"May 13,2021 19:53:25:428",0:0:39:203,361826,74,-698,-36,718
6D18B021,"May 13,2021 19:53:25:435",0:0:39:210,361830.66,74,-698,-36,718
6D18B021,"May 13,2021 19:53:25:444",0:0:39:219,361792.66,74,-698,-36,718
6D18B021,"May 13,2021 19:53:25:452",0:0:39:227,361574.34,74,-698,-36,718
6D18B021,"May 13,2021 19:53:25:459",0:0:39:234,361535,74,-698,-36,718
6D18B021,"May 13,2021 19:53:25:490",0:0:39:265,361487,74,-698,-36,718
6D18B021,"May 13,2021 19:53:25:498",0:0:39:273,361328.34,74,-698,-36,718
6D18B021,"May 13,2021 19:53:25:510",0:0:39:285,361167,74,-698,-36,718
6D18B021,"May 13,2021 19:53:25:519",0:0:39:294,361022,74,-698,-36,718
6D18B021,"May 13,2021 19:53:25:528",0:0:39:303,360814,74,-698,-36,718
6D18B021,"May 13,2021 19:53:25:537",0:0:39:312,360790,74,-698,-36,718
6D18B021,"May 13,2021 19:53:25:545",0:0:39:320,360684,74,-698,-36,718
6D18B021,"May 13,2021 19:53:25:552",0:0:39:327,360654.66,74,-698,-36,718
6D18B021,"May 13,2021 19:53:25:559",0:0:39:334,360719.34,74,-698,-36,718
6D18B021,"May 13,2021 19:53:25:569",0:0:39:344,360514.66,74,-698,-36,718
6D18B021,"May 13,2021 19:53:25:578",0:0:39:353,360635.66,74,-698,-36,718
6D18B021,"May 13,2021 19:53:25:584",0:0:39:359,360648,74,-698,-36,718
6D18B021,"May 13,2021 19:53:25:591",0:0:39:366,360588,74,-698,-36,718
6D18B021,"May 13,2021 19:53:25:598",0:0:39:373,360582,74,-698,-36,718
6D18B021,"May 13,2021 19:53:25:604",0:0:39:379,360470.34,74,-698,-36,718
6D18B021,"May 13,2021 19:53:25:609",0:0:39:384,360382.34,74,-698,-36,718
